id,text,user_1,user_2,category_1,category_2
178,"The northern hemisphere jet stream, a fast-moving high-altitude air current, circles the earth from west to east.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
179,"At his latest July 18 Saturday Summary here , Joe Bastardi presented the latest NCEP global temperature chart for the past 10 years, and here more confirmation that the globe has cooled off a bit.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
180,"To study tree rings, researchers generally take a pencil-sized core from a tree. The oldest rings are those closest to the center of the tree. However, ancient giant sequoias can have trunks that are 30 feet in diameter far too big to be sampled using even the longest coring tools, which are only three feet long.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
181,Corporate Welfare on a Vast Scale: Obama's Cap-and-Trade Scam Threatens Economy,ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
182,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam at massa at justo sagittis tincidunt. Aliquam erat volutpat. Donec iaculis justo in lacus fringilla dignissim. Nunc mollis risus id felis pellentesque, sed hendrerit erat luctus. Etiam egestas est sapien, pellentesque feugiat elit cursus sed. Aenean nec elit luctus, fringilla justo at, varius nisl. Donec id pellentesque leo, a consequat tellus. Nunc vehicula sem sit amet orci mattis, ut consectetur magna sodales.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
183,"The communities around Cook Inlet are right to worry. According to the government’s own data, offshore drilling in the area comes with a 20 percent chance that a large oil spill, defined as one of 42,000 gallons (1,000 barrels) or more, will happen.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
184,National | Central Midlands & Coastal Advocate,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
185,"No time to blog right now, check this out at WUWT. It looks like the DOE didnt get the exhaustive review from the AP. All documents must be preserved.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
186,Contact us at 337-342-2475 to verify hours or to learn more about volunteer opportunities.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
187,3. A withdrawal from the Paris climate treaty would make U.S. companies less competitive.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
188,"The authors write that ""the ability of coupled climate models to simulate the characteristics of the monsoon in present day climate is an important condition for the use of such models to make future climate projections."" But they say that in the study of Smith et al . (2012), ""the relationship between seasonal winds and rainfall was not always well represented,"" while adding that ""the observed negative correlation between Indian rainfall and El Nio-Southern Oscillation (ENSO) events was ... too weak in CMIP5 models,"" citing Sperber et al . (2013). What was done",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
189,"Even though it may seem that there is a whole range of institutions both here and overseas which bring together and support those who openly express doubts about the currently prevailing dogma of man-made global warming and who dare to criticize it, it apparently is still not enough. We are subject to a heavily biased and carefully organized propaganda and a serious and highly qualified forum here, on this side of the Atlantic, that would stand for rationality, objectivity and fairness in public policy discussion is more than needed. That is why I consider the launching of the foundation an important step in the right direction.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
190,"Then there was PachauriGate , showing that the man in charge of the IPCC was chairman of boards of companies that profit handsomely as the scare-factor is ramped up.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,2
191,"Comment: This is a distinction without a difference. No commercial coal plants with carbon capture and storage exist, and noneis being built without substantial taxpayer support . The levelized cost of new coal plants already exceeds that of new NGCC plants, and todays CCS technologies would add around 80% to the cost of electricity for a new pulverized coal (PC) plant, and around 35% to the cost of electricity for a new advanced gasification-based (IGCC) plant, according to the EPA (77 FR 22415). Since building an NGCC plant is far cheaper than building a coal plant with CCS, the proposed 1,000 lbs CO2/MWh standard is a de-facto requirement to fuel switch from coal to gas. Offering an alternative no one will choose because it is prohibitively costly does not make fuel switching optional.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
192,"By focusing on these five key aspects of efficiency, decision makers can prioritize the most affordable way to keep our lights on, ensure everyone has access to quality efficiency programs, and improve quality of life—all while helping to protect the planet.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
193,"At best, such argumentation debases the coinage of public discourse about ""national security"" and makes it harder to devote resources and attention to things that have a much more direct and demonstrable impact upon our security. When everything is a pressing ""national security"" challenge, after all, nothing really is. (Well, perhaps not everything. Rice's argument, of course, offers a marvelously convenient case for shortchanging military security. Why spend a dime on the Pentagon when the real threat comes from the fact that somebody somewhere in the world lacks ""affordable health care"" and a ""decent school""?) At worst, such notions could open the door to a degree of government involvement and involvement by our security bureaucracies, no less in socio-economic policy worryingly beyond what our political system has hitherto been willing to tolerate.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
194,C-O C/century <m>,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
195,"A recent study from the Institute for Energy Research (IER), which examined the state-by-state burden of the PTC, called it ""an amazing subsidy"" because it can ""effectively give a utility a bigger subsidy than the actual market price. It would be as if Uncle Sam allowed car dealers to knock off $60,000 from their tax bill for every $50,000 car they sold. Indeed, the PTC is so generous that it can result in negative wholesale electricity prices."" The ""Sharing the Burden of the Wind PTC"" report shows which states benefit most from the federal subsidy and which lose. Texas was the biggest winner, having received $394 million in PTC credits.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
196,"There are the unknown conscientious ""objectors"" who, just prior to the UNCCC, released thousands of emails and documents proving decades of fraud by the ""global warming"" institutions and ""scholars."" Then came the many scholarly websites (junkscience.com, wattsupwiththat.com, climatedepot.com, icecap.us, cfact.org, sppi.orgto mention just a few) and the scientists who worked over-time analyzing the leaked documents. They have pieced together at least twenty years of ""faked"" global warming graphs and organized suppression of opposing points of view.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
197,An Illustrated Introduction to the Basic Processes that Drive El Nio and La Nia Events,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
198,"Developing countries know increased energy use is a prerequisite for the economic development needed to combat the major problems they face today, including poverty, disease, famine, unemployment and violent conflict. Can improved technologies help them reduce energy use per unit of economic output, and thus lower greenhouse gas emissionsto produce greater wealth, health and environmental quality? If so, what policy changes are necessary to encourage technology transfers and increasing partnerships with developed countries?",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
199,"Experiments with Zebra Fish show that if their embryo??s develop in warmer water, they not only are able to swim faster but they cope better in both warmer and colder water. (How catastrophic can that be, I ask you?)",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
200,English,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
201,"We recommend that you wear comfortable shoes, apply sunscreen and take precautions against ticks when you visit.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
202,"Between the offsets, allowance giveaways, generous assumptions about the cost and development of carbon sequestration for coal-fired electricity, and optimistic hopes for falling costs for other prospective energy sources, estimates of the cost of Waxman-Markey over the long run differ by more than an order of magnitude. Advocates of Waxman-Markey point to estimates from the EPA and the Congressional Budget Office (CBO) showing average cost to households of less than $100 per year (in 2008 dollars) by 2020, down from a previous estimate of about $175 per yearroughly equal to buying one extra postage stamp a day. On the other end of the scale, the Heritage Foundation estimates the cost will be more than $1,800 per household (again in constant 2008 dollars) by 2020 and will rise sharply in the years after 2020 when the cap begins to be lowered and the allowances begin to be auctioned rather than given away.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
203,"Three ships with icebreaking capability have responded, including the Australian Antarctic Division (AAD) vessel Aurora Australis, and are now en route to the area.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
204,"As with its polar counterparts, 90% of the titanic climate funding iceberg is invisible to most citizens, businessmen and politicians. The Lockheed action is the mere tip of the icy mountaintop.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,0
205,"Perhaps more perverse is that these subsidies significantly obstruct the long-term success and viability of the very technologies and energy sources that they were intend to promote. Instead of relying on a process that rewards competition, taxpayer subsidies prevent a company from truly understanding the price point at which the technology will be economically viable. When the government plays favorites, it traps valuable resources in unproductive places. Companies will plead for ""business certainty"" when asking for special tax treatment or subsidies, but the political process of picking winners creates dependence, not certainty. True business certainty will occur when America ends federal policies that subsidize and mandate specific energy sources and technologies.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
206,"This study was accomplished through a partnership between The Nature Conservancy in Texas and Texas A&M AgriLife (AgriLife), in collaboration with Dallas Water Utilities (DWU), the City of Dallas Office of Environmental Quality & Sustainability (OEQS), and The Trust for Public Land (TPL). The analysis was funded by Lyda Hill Philanthropies.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
207,"Here's what Jon Entine, visiting fellow at the American Enterprise Institute, has to say about the scientific consensus on GMOs:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
208,"Again, it should be noted that the NEMS and the HEM both include the changes in behavior and investment in energy-saving technology that firms and households will undertake to adjust to higher prices. So, the projected income and job losses are over and above any offsetting gains found in industries and services that provide low-carbon and no-carbon alternatives.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
209,"While the approach in todays post doesnt appear conceptual, statistical algorithms, including linear regression, typically solve inverse problems. The spirit of todays post is approaching Deflategate as an inverse problem. In doing so, I am aware (as Carrick has forcefully observed) that the underlying physical conditions were poorly defined, but people still need to make decisions using the available information as best they can. I think that the approach in todays post providesa much more plausible and satisfying explanation of the variation in Patriot pressures than those presented by either Exponent or Snyder or, for that matter, my own previous commentary.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
210,Since when is valuing personal freedoms...or questioning sweeping government intervention anything other than a deeply embedded American tradition and a very good idea under any circumstance?,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
211,"“We must ensure that the millions of farmers and landowners across Europe seeking to safeguard their lands from climate change are not short-changed by those who seek to dismiss nature restoration without credible scientific evidence to substantiate their claims. As the EU Council last week agreed in confirming its support for the Nature Restoration Law, there is overwhelming evidence to support the long-term benefits this legislation will have for farmers and landowners. Thousands of pages of impact assessment conducted by the European Commission and passed through the EU Regulatory Scrutiny Board point to the importance of natural defences against climate change. The data shows that, for every €1 invested in nature restoration, Europe would benefit from a return on investment of as much as €38. It has become all too convenient for some to ignore the science and facts, in favour of electioneering and political gain.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
212,"33 Corporate Environmental Enforcement Council, supra note 17, p. 22.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
213,"On the occasion of kvllens debate on krnkraften SVT Debate ltit make a opinionsunderskning and frgat Swedish people what we want to do with krnkraften. For ovanstende image SVT Debate chosen title: Be fourth Swedish: Phase out krnkraften. Had I choose FTT's, I had written: The majority of the Swedish people want to keep krnkraften. But perhaps it is just my interpretation.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
214,"Via Tom Nelson , this guy is certainly a fine example of enlightened scientific discourse:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
215,"In the West, it has become popular for many activists such as Naomi Oreskes to claim that there is no peer-reviewed literature that contradicts the fashionable theory of the so-called global warming. Well, that's very far from reality as everyone who is familiar with basic research directions in this field knows very well. Whether or not we think that all these papers are right or not, it's a fact that there is even peer-reviewed literature that argues that we're gonna experience global cooling.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
216,Links to the Bartol Research Institute of the University of Delaware:,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
217,Highest Court in DC Allows Second Amendment Challenges to Long-Ago Convictions for Violating D.C. Handgun Ban:,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
218,"Ocean heat content (sorry, can't find the link but the shift from using thermometers in pails dipped from ships to the ARGO floats caused a one time step change in ocean heat content measurements)",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
219,Economist Mag. slapped down for 'clearly biased and misleading' climate reporting,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
220,"In essence, as another paper observes, the U.N. peacekeeping effort is transforming into a new kind of supervisory organism in which not only conflicts but also national institutions and cultures must be regulated for longer and longer periods of time.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
221,"As a result, an energy-saving light bulb that complies with federal standards is now available for every socket in America.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
222,"The reasoning, apparently, is that the public on its own is too dumb to realize what a great thing CFLs are, given that their energy savings far outweigh their higher prices.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
223,"When you get to this link, click on the graph again to make it even bigger: http://www.vukcevic.co.uk/GrandMinima.gif",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
224,"Hawley works closely with EDF’s staff and strategic partners to engaged in work across each of the organization’s core program areas. He is a liaison to the North Carolina Advisory Board, and cultivates collaborative relationships with leaders in the public and private sectors.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
225,"I’ve blogged about this issue a number of times before, because it unfortunately has been a problem for many years, and because entrenched polluting interests and their friends in Congress have tried to kill efforts to fix it. But there are millions of reasons to fix it – nearly two million miles of streams and the wetlands that support them lack clear Clean Water Act protection against pollution and destruction. Over 117 million Americans receive drinking water from systems that draw supply from headwater and other vulnerable streams. Approximately 20 percent of the over 100 million acres of wetlands in the continental U.S. have been effectively written out of the law for over a decade. The net result of this legal uncertainty is that it is time-consuming and resource-intensive for citizens and water pollution control officials to establish that a particular waterway is covered by the law. Also, federal law enforcement has moved away from certain classes of water bodies, effectively taking the cop off the beat in critical places.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
226,"Today is the 30th 40th* anniversary of the most expensive flubbed line in history. ""One small step for A man, one giant leap for mankind.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
227,3. Roofing fumes: Companies want no restrictions,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
228,Other Ways to Give,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
229,Let's get to work!,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
230,1901 headline from Lachlander newspaper Mount Hope central New South Wales with modern ring to it An End To The Mining Boom snow reported in July too,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
231,Our People,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
232,"Included are updates of the weekly sea surface temperature anomalies for the four most-often-used NINO regions. Also included are updates of the GODAS map-based animations of sea surface height anomalies, T300 anomalies (depth-averaged temperature anomalies to 300 meters), sea surface temperature anomalies, and the cross sections of temperature anomalies at depth along the equator. These animations start in January 2014 for the full progress of this years event. Also included are a couple of graphs of the BOM Southern-Oscillation Index (SOI).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
233,A Dark Victory: How vested interests defeated climate science,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
234,Energy-Water Nexus,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
235,"Hurricanes taking place in 2020 and 2021, especially Hurricane Laura and Hurricane Ida (both Category 4 storms and some of the strongest to make landfall in Louisiana) caused billions of dollars in damage in a 22-parish region that includes New Orleans, Lake Charles, Houma, Thibodaux and other smaller communities. Some of that damage included a massive loss of forest canopy, a key front-line defense for urban areas in the face of severe weather.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
236,"The ratio of Te to T0 provides an indication of the magnitude of the infrared optical depth, which is referred to as n. n includes contributions from both clouds and gases.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
237,"Thanks, it is! Very reasonable (and conservative) estimates... unbelievable that these rules would be rolled back. Our nation needs better regulatory resiliency.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
238,"As you can imagine, I’ve been getting a lot of teasing from my NRDC colleagues about my enthusiasm over Jessica Alba. (Ha! They’re all just jealous!) But it is certainly true that I love Jessica Alba:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
239,"First published in The Land, page 13, Thursday, January 5, 2012",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
240,"If you were to hear there was significant planetary warming which is causing a melting of the polar ice caps, you might think you were hearing about global warming. And of course, you would be right just not about earth, but rather Mars instead. This according to the Heartland Institute, which reports how recent NASA findings confirm that for the past three Martian summers, deposits of frozen CO2 from the Martian south pole have shrunk, indicating a significant planetary warming underway. Scientists attribute this Martian warming not to any manmade emissions, but to possible increases in the sun's solar output, which may mean as much as thirty percent of any warming that has occurred on earth could be attributable to this natural cause.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
242,The timing of these reports highlights a growing defense challenge but also provides an opportunity for the Defense Department to lead from the front in climate change mitigation and adaptation.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
243,"Of course he??s not fooling anyone who knows what he actually said. Add that lack of warming does have to do with the state of global warming, and most knowledgeable people will grant Trenberth the benefit of the doubt, but should they? Ignorant people will be fooled, and Trenberth has a habit of misleading the ignorant.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
244,"“Programs like the America the Beautiful Challenge help bolster unique projects like ours and allow us to think outside the box to develop solutions that benefit multiple interests, while also helping address the drought we have been experiencing for two decades in the Colorado River Basin.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
245,Please Make sure this greedy & spiteful [nominee] gets nowhere near a position of authoritative power within the EPA!!!,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
246,The framework of this study provides an excellent approach to assess the importance of teleconnections due to human alterations in regional diabatic heating such as documented in,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
247,"""Even a cursory glance at the EPA guidance document makes one thing crystal clear -- the permitting process to reduce or control carbon dioxide emissions is costly, complex, and time-consuming,"" said Marlo Lewis, CEI Senior Fellow. ""It would crush small businesses, if applied to them. However, before small businesses applaud EPA's ""Tailoring Rule,' which temporarily exempts them from certain mandates, they should remember that Congress never authorized EPA to make climate change policy in the first place.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
248,"So is the atmosphere being heated from the top down or from the bottom up? The answer must be both. The Sun is heating mass, but only where there is mass. So the Greenhouse Gases must absorb the incoming infrared, and this is most easily illustrated by Water Vapour and clouds. For the full scientific argument on how this is done I would refer the reader to the paper by Hans Schreuder, Greenhouse gases in the atmosphere cool the Earth. (Affix link here). Clearly as Hans Schreuder argues the Greenhouse Gases absorb incoming radiation near-IR, which is far greater than far-IR, and therefore the Greenhouse Gases, far from causing warming, do exactly the opposite, - they have a net cooling effect, and this has been confirmed by NASA.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
249,"Emiquon is home to a wide variety of wetland plants including reeds, rushes, naiads and even American lotus. The restored prairie supports 100 species such as big bluestem, Indian grass, black-eyed Susan and prairie coreopsis. TNC has planted more than 300,000 bottomland and upland tress on the site.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
250,White House and are ready to choose key White House personnel and set a White,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
251,"Once again, we have another example of climate-alarmist (IPCC) contentions widely missing the mark when it comes to predicting which temperature extreme - hot or cold - produces both more frequent and more intense precipitation events, as well as the flooding that accompanies them.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
252,"With offices and staff located in Berlin and London, The Nature Conservancy is working collaboratively with European governments, companies, academic institutions and leaders to strengthen support for conservation globally.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
253,"In his comment, Brian Cox wrote lots of wrong things about locality in quantum mechanics and the Pauli principle but he also mentioned the lunar story:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
254,Only in the modern media can a 6 billion barrel decrease get a ton of coverage while a massive 35-fold increase of 175 billion barrels gets only an ounce. Perhaps that proves really good news is absolutely no news at all.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
255,Sited at a radar station with waste heat exhaust systems clearly visible,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
256,"It will be seen that there were far more large volcanic eruptions towards the end of the nineteenth century, and at the beginning of the twentieth century than at any time since. It appears, from the study of early temperature records that this period was unusually cool; and it seems probable that the high level of volcanic activity contributed to. this coolness. It would seem inappropriate to select this exceptionally cool period as a datum line by which to evaluate the possible existence of global warming by the greenhouse effect. Recently the behaviour of the atmosphere following the eruption of Mount Pinatubo in 1991 has been adduced as evidence for the lack of global warming, but it seems to have been forgotten that the beginning region of the global temperature records used to evaluate supposed global warming included eruptions such as those of Krakatoa (1883) and several others.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
257,"Yet because the scale of the crisis is so enormous, we have to ensure that local and international efforts add up to the carbon reductions we need. We have to organize climate action in a bold new architecture.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
258,"Within six days after planting, photosynthetic rates of second leaves of CO 2 -enriched plants were 37% greater than those of second leaves of ambiently-grown plants. This CO 2 -induced photosynthetic enhancement slowly declined over the growing season, stabilizing around 15% for the time period between 23 and 60 days after planting. In addition, when measuring photosynthetic rates at reduced oxygen concentrations of 2%, the authors observed 16 and 9% increases in photosynthesis for ambient and CO 2 -enriched plants, respectively, indicating that elevated CO 2 was reducing photorespiratory carbon losses. Even so, this phenomenon could not fully account for the CO 2 -induced stimulation of photosynthesis. Thus, after further investigation, the authors suggested that elevated CO 2 might have decreased CO 2 leakage from specialized bundle sheath cells, which concentrate CO 2 internally to promote photosynthetic carboxylation reactions by the enzyme rubisco . What it means",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
259,"Under the Kyoto Protocol, for example, companies subject to climate regulations can meet their carbon ""cap"" by paying for emissions reduction projects in developing countries. According to the journal Nature, the U.N. certified $6 billions' worth of emissions ""savings"" for reductions in HFC-23, a potent greenhouse gas. Yet removing the HFC-23 cost $130 million. That's a lot of waste.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
261,"Nature here today has a commentary acknowledging that the warming pause is real and that it has grown into a full blown trend it is no longer just noise ! Sixteen years into the mysterious global-warming hiatus, scientists are piecing together an explanation .",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
262,"We are also told that only 5% of the original sample responses were climate scientists , so if we pragmatically apply those proportions we end up with just 141 from the US, 9 from Canada and just 6 from 21 countries around the world, hardly a global consensus.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
263,"That is one critical questionhow much warming can we expect from a given level of emissions? Equally critical, and perhaps equally difficult, is predicting what global emissions will be over the course of the next century or more, given the vast range of dubious assumptions that have to be made about levels of economic growth, technological development, and so forth, in every country of the world, over very long time periods. Again, however, we can test the accuracy of predictions by comparing them to actual emissions today. When the NRC examined the track record of the International Panel on Climate Change in this regard, it found little reason to trust the panel's accuracy:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
264,"The four researchers report that ""none of the plants grown under high levels of CO 2 for 90 days presented either significant differences in fresh weight and dry weight compared with controls, or macroscopic alteration of morphogenesis (number and length of nodes/internodes, branching, leaf area and chlorosis, etc.), at any of the sampling times."" However , they did find that ""in plants grown under elevated CO 2 , a relative increase in oil yield of 32, 34 and 32% was, respectively, recorded in the first, second and third sampling-time (July, August and September),"" and they observed a ""general depression of the oxidative stress under elevated CO 2 "" that led to a ""down-regulation of leaf reactive oxygen species-scavenging enzymes under elevated CO 2 ."" What it means",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
265,"Kill kill kill kill kill. Jim Fedako (who wrote this piece; send him email ) is a business analyst and homeschooling father of seven who lives in Lewis Center, OH.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
266,"Whitman defended her environmental record and the program. Spokesman Joe Martyak praised the program as a voluntary effort ""designed to achieve air quality benefits earlier and at a lower cost than conventional approaches .The most important thing is that, both as the governor as well as the administrator of EPA, she's sought creative ways to reduce the air pollution out there"" (Newark Star-Ledger, September 17, 2002).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
267,"A problem that Alley and other paleoclimate scientists refer to as the insensitivity of models or the model-data gap sounds like a technical issue but really is more fundamental. It means that the models are unable to reproduce accurately the numerous episodes of abrupt change that show up clearly in many environmental archives around the world. The reasons for this failure are not yet known, but the implications are plain enough. Until these highly sophisticated numerical representations of Earths climate systemrunning on the worlds most powerful computersare able to get the past right, what reason is there to believe they can get the future right? (page 183).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
268,"Convective systems are associated with surface faults and fractures that penetrate deep into the earth (1-2 miles) and tap reservoirs of super-heated water, thereby transmitting this heated water back to the surface. Their effect can melt glaciers (seeHagafellsjkull Glacier Iceland photo above), form hot springs, and induce rapid increases in continental glacial velocities.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
269,"As Lee describes it, ""relative sea level has risen over the second half of the 20th century,"" and ""so have Holderness cliff recession rates, from around 1.2 m/year in the early 1950s to around 1.5 m/year by 2000."" However , as he continues, ""there has been no significant acceleration in the rate of global sea-level rise since 1990 and no rapid increase in the recession rate."" Thus, he states that ""predictions of 20-year recession distances made in the early 1990s that took account of the RSLR advice from MAFF (1991) are likely to have overestimated the risk to cliff-top property and the benefits of coast protection.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
270,"Now, call me crazy, but as of a few days ago, it didn’t sound like they had plans to retire these recently announced plants, and it’s noteworthy that the Pleasants plant was not included in the announcement today because that plant was already announced for retirement earlier this year. Sure, this could just be a political move, using these local workers and their families as pawns to help satisfy FirstEnergy’s unquenchable thirst for more free cash. That would be a sad situation, indeed.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
271,H/t to Pat for the correction of George Pells status: current Archbishop it is.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
273,"It may help here to think of prices on the stock market. The Dow-Jones index has more or less been level for the last several weeks, fluctuating between 15,000 and 16,000, showing essentially a zero trend; but it is at its highest level since the D-J index was started in 1896.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
274,"University of Virginia climatologist Pat Michaels points out, for example, that, ""Glaciers have been receding ever since John Muir first publicized them in the 19th century""well before the advent of significant manmade greenhouse gas emissions.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
275,"The highest recent rate of warming based on its linear trend occurred during the 157-month period that ended about 2004, but warming trends have dropped drastically since then. There was a similar drop in the 1940s, and as youll recall, global surface temperatures remained relatively flat from the mid-1940s to the mid-1970s. Also note that the early-1970s was the last time there had been a 157-month period without global warmingbefore recently.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
276,Missouri State Director Adam McLane Email: amclane@tnc.org,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
277,"In one of the just-released documents (#000033, dated October 2, 2015), Shukla insists that he and his comrades never asked for a RICO investigation of ""contrarian scientists or bloggers"" for ""expressing their views about climate change."" Well, of course they didn'topenly. Only a fool would do that.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
278,"Joel Sartore, a wildlife photographer famous for his portraits of endangered species against solid white and black backdrops, has a new book out, Rare. I love Sartore’s work, which strips animals of their context and forces the viewer to confront each individual creature’s uniqueness and vulnerability, so I eagerly watched the video trailer for his book. It did not disappoint. In addition to the beautiful images, I loved the many little photos at the beginning of the film all slowly slipping away like sand. Also, the narration provides a nice little primer in how to talk about some of the more selfish reasons people should care about saving wildlife. Anyway, check it out:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
279,"Which is why comments made at today’s hearing that the National Ocean Policy is bringing “uncertainty” into decision-making are so confusing. Only where rhetoric rules over reality can you see increased access to the best available data and greater upfront stakeholder engagement and agency discussions resulting in a poorer outcome. Industries are using the data to help with siting because the fewer surprises you have in terms of where marine uses are occurring, the better. For example, a recent Mid-Atlantic Regional Planning Body meeting detailed how a telecommunications company used the data portal to site a cable from Virginia to Spain. Are the data portals perfect? No, but improvements are made as more data is collected and added. And even as is, the portals provide a new and important starting point for discussions, allowing everyone the luxury of looking at the same data.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
280,6. When over-complex math is used to distort temperature trends resulting in exaggerated warming. Advocate.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
