,user,id,text,categories,notes
264,ty_pham-swann@brown.edu,267,"A problem that Alley and other paleoclimate scientists refer to as the insensitivity of models or the model-data gap sounds like a technical issue but really is more fundamental. It means that the models are unable to reproduce accurately the numerous episodes of abrupt change that show up clearly in many environmental archives around the world. The reasons for this failure are not yet known, but the implications are plain enough. Until these highly sophisticated numerical representations of Earths climate systemrunning on the worlds most powerful computersare able to get the past right, what reason is there to believe they can get the future right? (page 183).",['5.1.4 Models are unreliable'],
265,ty_pham-swann@brown.edu,268,"Convective systems are associated with surface faults and fractures that penetrate deep into the earth (1-2 miles) and tap reservoirs of super-heated water, thereby transmitting this heated water back to the surface. Their effect can melt glaciers (seeHagafellsjkull Glacier Iceland photo above), form hot springs, and induce rapid increases in continental glacial velocities.",['0 No claim'],maybe 1.1
266,ty_pham-swann@brown.edu,269,"As Lee describes it, ""relative sea level has risen over the second half of the 20th century,"" and ""so have Holderness cliff recession rates, from around 1.2 m/year in the early 1950s to around 1.5 m/year by 2000."" However , as he continues, ""there has been no significant acceleration in the rate of global sea-level rise since 1990 and no rapid increase in the recession rate."" Thus, he states that ""predictions of 20-year recession distances made in the early 1990s that took account of the RSLR advice from MAFF (1991) are likely to have overestimated the risk to cliff-top property and the benefits of coast protection.""",['1.6 Sea level rise exaggerated'],
267,ty_pham-swann@brown.edu,270,"Now, call me crazy, but as of a few days ago, it didn’t sound like they had plans to retire these recently announced plants, and it’s noteworthy that the Pleasants plant was not included in the announcement today because that plant was already announced for retirement earlier this year. Sure, this could just be a political move, using these local workers and their families as pawns to help satisfy FirstEnergy’s unquenchable thirst for more free cash. That would be a sad situation, indeed.",['0 No claim'],
268,ty_pham-swann@brown.edu,271,H/t to Pat for the correction of George Pells status: current Archbishop it is.,['0 No claim'],
269,ty_pham-swann@brown.edu,273,"It may help here to think of prices on the stock market. The Dow-Jones index has more or less been level for the last several weeks, fluctuating between 15,000 and 16,000, showing essentially a zero trend; but it is at its highest level since the D-J index was started in 1896.",['0 No claim'],
270,ty_pham-swann@brown.edu,274,"University of Virginia climatologist Pat Michaels points out, for example, that, ""Glaciers have been receding ever since John Muir first publicized them in the 19th century""well before the advent of significant manmade greenhouse gas emissions.",['2.1.4 Past climate change'],
271,ty_pham-swann@brown.edu,275,"The highest recent rate of warming based on its linear trend occurred during the 157-month period that ended about 2004, but warming trends have dropped drastically since then. There was a similar drop in the 1940s, and as youll recall, global surface temperatures remained relatively flat from the mid-1940s to the mid-1970s. Also note that the early-1970s was the last time there had been a 157-month period without global warmingbefore recently.",['1.4 Hiatus in warming'],
272,ty_pham-swann@brown.edu,276,Missouri State Director Adam McLane Email: amclane@tnc.org,['0 No claim'],
273,ty_pham-swann@brown.edu,277,"In one of the just-released documents (#000033, dated October 2, 2015), Shukla insists that he and his comrades never asked for a RICO investigation of ""contrarian scientists or bloggers"" for ""expressing their views about climate change."" Well, of course they didn'topenly. Only a fool would do that.",['0 No claim'],
274,ty_pham-swann@brown.edu,278,"Joel Sartore, a wildlife photographer famous for his portraits of endangered species against solid white and black backdrops, has a new book out, Rare. I love Sartore’s work, which strips animals of their context and forces the viewer to confront each individual creature’s uniqueness and vulnerability, so I eagerly watched the video trailer for his book. It did not disappoint. In addition to the beautiful images, I loved the many little photos at the beginning of the film all slowly slipping away like sand. Also, the narration provides a nice little primer in how to talk about some of the more selfish reasons people should care about saving wildlife. Anyway, check it out:",['0 No claim'],
275,ty_pham-swann@brown.edu,279,"Which is why comments made at today’s hearing that the National Ocean Policy is bringing “uncertainty” into decision-making are so confusing. Only where rhetoric rules over reality can you see increased access to the best available data and greater upfront stakeholder engagement and agency discussions resulting in a poorer outcome. Industries are using the data to help with siting because the fewer surprises you have in terms of where marine uses are occurring, the better. For example, a recent Mid-Atlantic Regional Planning Body meeting detailed how a telecommunications company used the data portal to site a cable from Virginia to Spain. Are the data portals perfect? No, but improvements are made as more data is collected and added. And even as is, the portals provide a new and important starting point for discussions, allowing everyone the luxury of looking at the same data.",['0 No claim'],
276,ty_pham-swann@brown.edu,280,6. When over-complex math is used to distort temperature trends resulting in exaggerated warming. Advocate.,"['5.1.2 Data/proxies are unreliable', '5.2.5 Scientists are biased']",
277,ty_pham-swann@brown.edu,281,"Now, a bit more than 50 years later, as a staff scientist for the NRDC focusing on forest ecology and climate change, I find myself wandering around a different national forest every other month with a curiosity I didn’t tap into until graduate school. Growing up, we visited the South Bronx often. The food, noise, loud accents, people that looked like me…it felt like a home I had forgotten about. When we visited dad’s backyard, hikes or camping did not feel like part of the culture. Rather, when I think back to those visits, I remember sitting in my grandmother’s kitchen, eating pizza and asopao. I remember sitting on the plastic-covered couch playing games with my brother while the window-unit air conditioner hummed in the background. I remember looking out of the window from the 20th floor at the street below, where a parked car honked at a vehicle trying to double-park. I remember visiting my Tía Rosa’s apartment, where everyone talked over each other in Spanish at the top of their lungs. I don’t remember thinking about “wilderness.”",['0 No claim'],
278,ty_pham-swann@brown.edu,282,factoring constraints into the equation. This raises the issues of economic,['0 No claim'],
279,ty_pham-swann@brown.edu,283,Gore's graphs imply that increases in atmospheric carbon dioxide historically have preceded increases in global temperature. But a 2005 study in the journal Science reported that higher temperatures may actually have preceded increased carbon dioxide levels in the pastthe opposite of the global warming hypothesis.,['2.2.3 CO2 lags climate'],
280,ty_pham-swann@brown.edu,284,"December 2, 2009: "" CLIMATE CHANGE 'FRAUD' , by John Ingham , The Daily Express , London, England. ""In a controversial talk just days before the start of a climate summit attended by world leaders in Copenhagen, Prof Plimer said Governments were treating the public like fools and using climate change to increase taxes."" ""The Climate Research Unit also admitted getting rid of much of its raw climate data, which means other scientists cannot check the subsequent research. Last night the head of the CRU, Professor Phil Jones, said he would stand down while an independent review took place."" Read whole piece. Professor Plimer will present at the Copenhagen Climate Challenge Conference on Tuesday, December 8, 2009 to be held at the Danish Writers Union, Dansk Forfatterforening Strandgade 6, 1401 Kbenhavn K (Copenhagen, Demmark).",['5.3.2 Science is conspiracy'],
281,ty_pham-swann@brown.edu,285,"Later, Dr Pachauri would unilaterally drop Tata from the title and now, according to sources, Tata, one of Indias largest conglomerates, wants little to do with him.",['0 No claim'],
282,ty_pham-swann@brown.edu,287,"Our first urgent task is to find out how much is leaking and where it’s coming from, so we can stop it.",['0 No claim'],
283,ty_pham-swann@brown.edu,288,"The model is the Hadley Center model. Pat Michaels demonstrates the model's poor performance in P. Michaels, Meltdown: The Predictable Distortion of Global Warming by Scientists, Politicians, and the Media (Washington, DC: Cato, 2004). Michaels critiques the PNAS study here: www.co2andclimate.org/wca/2004/wca 23bpf.html.",['5.1.4 Models are unreliable'],
284,ty_pham-swann@brown.edu,289,"When temperatures do get below freezing, we actually expect more snow to fall during storms. This may seem counterintuitive, but a warmer planet is evaporating more water into the atmosphere.",['0 No claim'],?
285,ty_pham-swann@brown.edu,290,"“I have deep roots in the state,” she said. “Our house was right on the water and I was always off exploring the nearby salt marshes and sea-grass beds.”",['0 No claim'],
286,ty_pham-swann@brown.edu,291,"HAYDEN: You should be nice to Moose, mister. He doesnt take disagreement well.",['0 No claim'],
287,ty_pham-swann@brown.edu,292,"Cross-scale Interactions, Nonlinearities, and Forecasting Catastrophic Events",['0 No claim'],
288,ty_pham-swann@brown.edu,293,"The press and global warming enthusiasts have been hyping the loss of Arctic sea ice, but the models simulate it so poorly that the authors concluded that natural variability causes the bulk of the ice loss.","[""2.1 It's natural cycles"", '5.1.4 Models are unreliable']",
289,ty_pham-swann@brown.edu,294,Facebook,['0 No claim'],
290,ty_pham-swann@brown.edu,295,Carbon taxes are bad for the economy as economic analysis by both the Heritage Foundation and the U.S. Energy Information Administration have projected.,['4.1.1 Policy increases costs'],
291,ty_pham-swann@brown.edu,296,"Chairman Markey and Members of the Committee, thank you for inviting me to testify today on the important topic of the outcomes of the global warming talks in Bali last week. My name is Myron Ebell. I have served as director of energy and global warming policy at the Competitive Enterprise Institute (CEI) since 1999. CEI is a non-profit, non-partisan public policy institute that concentrates on regulatory issues from a free-market perspective. CEI does not accept government funding. CEI is an NGO accredited to the United Nations Framework Convention on Climate Change, and CEI's President, Fred Smith, attended the 1992 Earth Summit in Rio de Janeiro. CEI has sent NGO participants to many of the succeeding Conferences of the Parties, including COP-3 in Kyoto in 1997. I have been an observer of the Kyoto process from the beginning, and, although I did not attend this year's COP in Bali, I have attended several previous COPs since joining CEI.",['0 No claim'],
292,ty_pham-swann@brown.edu,297,"Shock, Shock ... the Climate Catastrophe Lobby is Telling Fibs",['5.2.3 Politicians are biased'],
293,ty_pham-swann@brown.edu,298,"Long-term monitoring allows VVCR and our partners to track changes in the size, location and even reproductive success of these bird populations—information that is critical for guiding management actions.",['0 No claim'],
294,ty_pham-swann@brown.edu,299,Figure 2. Projected global sea level rise from the IPCC?s business-as-usual (A1B) scenario (black curve) and the Kerry-Lieberman emissions scenario (red curve).,['0 No claim'],
295,ty_pham-swann@brown.edu,300,"May 9, 2018 production: Part 1 | Part 2 | Part 3 | Part 4 | Part 5 | Part 6 | Part 7 | Part 8 [PDF]",['0 No claim'],
296,ty_pham-swann@brown.edu,301,Español,['0 No claim'],
297,ty_pham-swann@brown.edu,302,EARTHS ENERGY IMBALANCE (ABSOLUTE) IN CMIP5 MODELS,['0 No claim'],
298,ty_pham-swann@brown.edu,303,"Don Easterbrook, writing on Watts Up With That , shows a graph of a Greenland ice core derived temperatures for the last 10,000 years, which shows that the majority of that period was warmer than today (2010 ranks about 9000th):",['2.1.4 Past climate change'],
299,ty_pham-swann@brown.edu,304,"The union supplements its lobbying efforts with state-level political contributions, which have totaled $9.5 million since 1997, according to the National Institute for Money in State Politics. These ""hard money"" contributions to candidates and parties are striking not only for their size1199 regularly ranks among the state's top donorsbut also for what they reveal about the union's political opportunism. Over the years, the two largest recipients have been the New York Democratic Assembly Campaign Committee ($1,712,500) and the New York Senate Republican Campaign Committee ($1,594,300).",['0 No claim'],
300,ty_pham-swann@brown.edu,305,"These concerns may be part of the reason Democrats on the Hill backed off as soon as practical questions about the event were being raised. Unlike Inhofe, Senate Minority Leader Mitch McConnell, R-KY, merely refused to let Reid's bill on Gore's concerts clear the Senate with ""unanimous consent."" According to The Hill, McConell wasn't necessarily opposed to hosting the concert at the Capitol, but ""wanted more time for his side to look at the resolution."" Reid soon backed off, and Gore announced that the concert would be in New Jersey. The fact that Reid and Gore didn't push harder suggests that they may never have wanted an actual concert on the Capitol grounds, but merely an issue to beat-up Republicans with.",['0 No claim'],
301,ty_pham-swann@brown.edu,306,United Nations Environmental Program (UNEP) in 1995 predicted sea levels rises would result in 50 million climate refugees by the year 2010. No climate refugees by that year. Very large Error,['5.1.4 Models are unreliable'],?
302,ty_pham-swann@brown.edu,307,Forecasters predict barbecue summer to rival 2003 as temperatures rocket to 27C tomorrow Telegraph,['0 No claim'],
303,ty_pham-swann@brown.edu,308,"The new satellite, MethaneSAT, will track methane emissions from oil and gas fields with unprecedented precision. It will also be capable of measuring emissions from landfills and agriculture.",['0 No claim'],
304,ty_pham-swann@brown.edu,309,"On a recent visit to Utah, Professor Hajo Eicken, one of the leading experts in the study of Arctic ice melt, explained some of the findings of his research.",['0 No claim'],
305,ty_pham-swann@brown.edu,310,"NRDC, along with Canadian partner the Pembina Institute, has expressed its concern to the Smithsonian that the exhibit will not present a complete picture of the devastating environmental consequences of mining and drilling Alberta's boreal forests and wetlands for the underlying tar sands oil. The exhibit is being sponsored by the Alberta provincial government and many of Canada's biggest energy companies, whose champions also are in Washington this week to promote U.S. investment in Canadian tar sands oil development.",['0 No claim'],
306,ty_pham-swann@brown.edu,311,Who We Are Our People Our Science Our Accountability How We Work Our History,['0 No claim'],
307,ty_pham-swann@brown.edu,312,"""Along both temperate and tropical rocky shores,"" in the words of the five scientists, ""there was a reduction in sea urchin abundances alongside a proliferation of Padina spp., as CO 2 levels increased."" In the case of sea urchins, in fact, they discovered that the predators were actually absent in locations having the highest CO 2 levels (lowest pH); while in the case of the Padina spp., they found that ""even in the lowest pH conditions, P. pavonica and P. australis were still able to calcify, seemingly from the enhancement of photosynthesis under high levels of CO 2 ."" What it means",['3.2.3 Oceans are ok'],
308,ty_pham-swann@brown.edu,313,"When you sign up, you’ll become a member of NRDC’s Activist Network. We will keep you informed with the latest alerts and progress reports.",['0 No claim'],
309,ty_pham-swann@brown.edu,314,Sen. John Kerry blames global warming for recent tornadoes in the Southeast U.S.,['0 No claim'],
310,ty_pham-swann@brown.edu,315,"Lgg now on a pulse of carbon dioxide in the atmosphere, equivalent to a doubling of the concentration:",['0 No claim'],
311,ty_pham-swann@brown.edu,316,7 Apr 2015 Thick drifts of snow in Korca.,['0 No claim'],
312,ty_pham-swann@brown.edu,317,TCR calculation based on AR5 forcing estimates,['0 No claim'],
313,ty_pham-swann@brown.edu,318,"Larry, only time will tell. The Court's grant of ""certiorari"" to reassess the lower court's ruling could simply mean that some of the Justices want to end litigation attempting to roll back or limit the regulatory consequences of the Supreme Court's earlier finding in Massachusetts v. EPA that the agency could determine that CO2 was a pollutant subject to regulation under the Clean Air Act. Accordingly, the EPA then claimed regulatory authority premised upon claimed climate impacts asserted in its Endangerment Rule.",['0 No claim'],
314,ty_pham-swann@brown.edu,319,"Recently, I spent a month in Thailand. While there, I was struck by how ordinary Thais simultaneously embraced and ignored environmentalism.",['0 No claim'],
315,ty_pham-swann@brown.edu,321,I also think the science is being manipulated to put a political spin on it,['5.2.5 Scientists are biased'],
316,ty_pham-swann@brown.edu,322,"Principal Research Scientist, Ice Cores and Climate, Australian Antarctic Division, Hobart may well be right is linking the events we will look for a peer reviewed paper on the subject.",['0 No claim'],
317,ty_pham-swann@brown.edu,323,There are currently Australian special forces along with NATO and Arab coalition partners fighting with the Kurdish Resistance and the regular Iraqi army against ISIS. Eventually we are going to need Challenger tanks to drive ISIS out of Iraq and back across the Syrian border .Worked for Rommel and the Africa Corp.,['0 No claim'],
318,ty_pham-swann@brown.edu,324,"conventional wisdom would go unilaterally into Pakistani territory, without the consent or cooperation of",['0 No claim'],
319,ty_pham-swann@brown.edu,325,"Kevin D. Dayaratna and David W. Kreutzer, ""Unfounded FUND: Yet Another EPA Model Not Ready for the Big Game,"" Heritage Foundation Backgrounder No. 2897, April 29, 2014, http://www.heritage.org/research/reports/2014/04/unfounded-fund-yet-another-epa-model-not-ready-for-the-big-game. See also Kevin D. Dayaratna and David W. Kreutzer, ""Loaded DICE: An EPA Model Not Ready for the Big Game,"" Heritage Foundation Backgrounder No. 2860, November 21, 2013, http://www.heritage.org/research/reports/2013/11/loaded-dice-an-epa-model-not-ready-for-the-big-game.",['5.1.4 Models are unreliable'],
320,ty_pham-swann@brown.edu,326,Winter weather advisory West Glacier area of Montana,['0 No claim'],
321,ty_pham-swann@brown.edu,327,"When you sign up, you’ll become a member of NRDC’s Activist Network. We will keep you informed with the latest alerts and progress reports.",['0 No claim'],
322,ty_pham-swann@brown.edu,328,"For their analysis, the researchers collected seafloor mud samples, now rock, from multiple localities in England and Italy. They then performed chemical extraction on the samples to analyze the sulfur isotope compositions in order to estimate the chemistry of the global ocean.",['0 No claim'],
323,ty_pham-swann@brown.edu,329,as we know the polar bear depends on sea ice for survival,['0 No claim'],
324,ty_pham-swann@brown.edu,330,"In their inaugural essay in Breakthrough Journal outlining what is meant by ""modernizing"" liberalism, Shellenberger and Nordhaus offered a number of departures from current liberal orthodoxy, including: ""A new progressive politics must take liberalism's commitment to broadly-shared prosperity forward while leaving the old, redistributive agenda behind."" Despite these and other tergiversations, the duo resist the label ""neoliberal,"" not simply out of discomfort with the symmetry of the now-dreaded ""neoconservative"" but also because they think the neoliberalism of the 1980s and 1990s conceded too much to minimal-state libertarianism. They still believe in a strong role for the state as a modernizing force, but correctly perceive that liberalism's current power brokers (such as labor unions) are in fact reactionary forces, standing in the way of modernization, whether midwived by the state or by the private sector.",['0 No claim'],
325,ty_pham-swann@brown.edu,331,###,['0 No claim'],
326,ty_pham-swann@brown.edu,332,"Unfortunately, massive algal blooms — caused in large part by phosphorous runoff from farmland — have been on the rise in the Lake Erie watershed for the past five years, threatening drinking water for 11 million people and habitat for more than half of the Great Lakes fish species.",['0 No claim'],
327,ty_pham-swann@brown.edu,333,"Conservation is a field that has long been dominated by men, and while the number of women entering the field has been steadily increasing over the years, women still face a unique set of challenges. These challenges can manifest in different ways, from facing gender bias and stereotyping, to lacking role models and mentors who can help guide them through their career.",['0 No claim'],
328,ty_pham-swann@brown.edu,334,"In the end, I see nothing that says CO2 caused global warming in the Asia data and I see little changed between v1 and v3. That increased slope in the Northern Hemisphere data can now only be carried by either North America or Europe or both. Asia didnt change.",['1.4 Hiatus in warming'],
329,ty_pham-swann@brown.edu,335,Green advisory & capacity building,['0 No claim'],
330,ty_pham-swann@brown.edu,336,English Español,['0 No claim'],
331,ty_pham-swann@brown.edu,337,"But from the looks of his whiny letter , hes of a completely different mindset. He thinks that while hes on the public payroll that he has the right to intimidate dissenters, and to keep everything he writes in his LLNL role a secret. Clearly he hates accountability to his bosses.",['0 No claim'],
332,ty_pham-swann@brown.edu,338,"???There is surely some limit to how long increasing carbon dioxide can continue to promote plant growth that absorbs carbon dioxide,?? Saleska said. ???Carbon dioxide is food for plants, and putting more food out there stimulates them to ???eat?? more. However, just like humans, eventually they get full and putting more food out doesn??t stimulate more eating.??",['0 No claim'],I think?
333,ty_pham-swann@brown.edu,339,"Easterbrook argued the climate has actually been cooling in recent years, and that carbon dioxide does not contribute to global warming. He said his climate numbers were different from those used by other scientists because, he argues, federal agencies NASA and the National Oceanic and Atmospheric Administration tamper with the data and artificially inflate temperatures.","['1 Global warming is not happening', '2 Human Greenhouse Gases are not causing global warming', '5.2.5 Scientists are biased', '5.3.2 Science is conspiracy']",
334,ty_pham-swann@brown.edu,340,Educational Resources,['0 No claim'],
335,ty_pham-swann@brown.edu,341,"In the case of science, the motive is supposed to be the continued advancement of knowledge. In practice, scientists ARE motivated by that common goal, but they also have pressure from money, the future ease of publication, acceptance by peers, and in the case of climate science easy fame.",['5.2.5 Scientists are biased'],
336,ty_pham-swann@brown.edu,342,"None of this would have mattered if the liberal progressives had been right about the reasons they have lost in the past. If Americans genuinely wanted quick implementation of liberal-progressive economic measures, then there would have been no electoral retribution to fear. Indeed, this was the argument many liberal progressives made when the decision was made to go forward with the health-care bill.",['0 No claim'],
337,ty_pham-swann@brown.edu,343,LIMITATION OF LIABILITY,['0 No claim'],
338,ty_pham-swann@brown.edu,344,"Not all of Option 1 misses the mark. There is a general alignment with the Heavy-Duty Omnibus Rule on particulate matter standards and on warranty and useful life provisions (which cover the engine’s minimum allowed warranty and expected duration of utility for a certain number of years, miles and/or hours). Longer warranty periods make it less likely for owners to tamper with emissions controls and more likely to make the repairs they need sooner rather than later, ensuring that the emission reduction systems continue to work like they should while in operation.",['0 No claim'],
339,ty_pham-swann@brown.edu,345,"Kelly Martin: Yeah. So in about 10 days, Kylie and I are gonna meet in Virginia for the women in fire training exchange, which was really developed and promoted by The Nature Conservancy as a way to really think about, you know, how do we network as, as women fire practitioners. And, and I, I think I, I was with the original group in 2016, and that was just a shock to be able to walk into a room and see all these women in yellow shirts and going, oh my God, I've never seen so many women in one room as firefighters. I've dreamed of this day, my entire career that I, I could work in, in practice along other women. And it's, it's really been a very, very fulfilling and very enriching opportunity to be able to do that. So WTREX in the near future. And yeah, I think is you know, I'm, I really enjoy, I was working with Jeremy Bailey in Northern California for Indigenous cultural burning. I think The Nature Conservancy has a really interesting support for Indigenous cultural burning is really, really pretty powerful and very, very much needed. So excited to see that program expand, but I'm a very idealistic person. I'm a dreamer, you know, a lot of stuff doesn't stick, some things do. So who, who knows I'm, I'm excited to, you know, be a Nature Conservancy employee and helping people learn how to burn. So very proud to be part of this organization and, and you know, really proud to be part of women's history month here with Kylie and hosting so many really great events that TNC has been hosting and super proud to be part of the 60th anniversary of The Nature Conservancy burning program as well.",['0 No claim'],
340,ty_pham-swann@brown.edu,346,"The Board voted 6-2 in favor of amending the standards to, as the Charleston Daily Mail reports, ""allow students to use scientific models to form their own conclusions on the debated topic.""",['0 No claim'],?
341,ty_pham-swann@brown.edu,347,"Andrew Montford draws attention to another paper just published by Gavin Schmidt, et al., that the failure of the earth to warm is one incredible, incredible coincidence. From the preview: Climate models projected stronger warming over the past 15 years than has been seen in observations. Conspiring factors of errors in volcanic and solar inputs, representations of aerosols, and El Nio evolution, may explain most of the discrepancy. See links under Un-Science or Non-Science?",['1.4 Hiatus in warming'],
342,ty_pham-swann@brown.edu,348,"Perhaps the content and tone of Secretary Kerry's pronouncements will strike some people as familiar, dating back to the UN's 1992 Earth Summit in Rio de Janeiro aimed at ginning up Kyoto Protocol support. Speaking at the opening ceremony, its organizing chairman, Canadian billionaire Maurice Strong, said ""Every bit of evidence I've seen persuades me that we are on a course leading to a tragedy.""",['0 No claim'],
343,ty_pham-swann@brown.edu,349,"See also another related Tuesday article, What a light Higgs would mean for the future of particle physics .",['0 No claim'],
344,ty_pham-swann@brown.edu,350,"But there has yet to be significant policy leadership to directly address emissions from the energy for heating our buildings and water. This motion calls for one concrete step that the commission can take, and highlights the wide support for tackling this issue. Action is required today to enable the infrastructure and technology changes required to meet 2030 and 2050 climate goals, and this initial step is one of many required to reduce climate pollution from buildings in California.",['0 No claim'],
345,ty_pham-swann@brown.edu,351,The actual data indicate that the B2-type scenario is the worst case possibility if we keep business as usual.,['0 No claim'],
346,ty_pham-swann@brown.edu,352,"A new article by Jungmin Kang, Seoc-Woo Kim, and Byong-Chul Lee titled ""Hot potato in South Korea: The spent nuclear fuel storage dilemma"" holds lessons for the United States on the issue of public consent to store spent nuclear fuel.",['0 No claim'],
347,ty_pham-swann@brown.edu,353,"Despite official opposition, underground markets for consumer goods in Cuba continue to flourish.",['0 No claim'],
348,ty_pham-swann@brown.edu,354,The self-sacrificing behavior that benefits the group is the ultimate situation in which the classical evolution and group selection offer different predictions. Pinker analyzes some suicidal strategies whose carriers would be quite obviously driven towards extinction; time scales are important in some of them (individuals following these suicidal strategies may die out well before the group could see substantial benefits so the theory with a dominant group selection driver simply doesn't work).,['0 No claim'],
349,ty_pham-swann@brown.edu,355,"In a letter of support on March 1, 2021, Commercial Fishermen for Bristol Bay (“CFBB”) reiterated that request in a letter to EPA Administrator-designate Regan and Acting Administrator Nishida;",['0 No claim'],
350,ty_pham-swann@brown.edu,356,"Finally, Bush assured us, more ethanol is on the way:",['0 No claim'],
351,ty_pham-swann@brown.edu,357,"But in Yellowstone, the country's first national park, the park service is about to roll up its sleeves and get to work protecting and restoring native fish in the park. For that, I am grateful.",['0 No claim'],
352,ty_pham-swann@brown.edu,358,"More than that, however, Estrada’s involvement was a chance to train the WTREX women in the concepts of active bystander and unconscious bias, which help participants recognize an incident as harassment, discrimination or homophobia and skillfully take action to engender change. Research shows that building these skills can make a difference in changing an organization’s climate so that people feel welcome to bring all that they have to offer without fear of being punished or shamed.",['0 No claim'],
353,ty_pham-swann@brown.edu,359,"M.K. Muthoo, leader of a FAO/UNDP Project Team, wrote in 1978, ""Brazil has abundant natural forest. It holds that world's biggest tropical forest reserve, in the Amazon, which can be continuously used and improved at the same time, but has hardly been tapped."" (Rational Readings, Simon, pp.745-746).",['0 No claim'],
354,ty_pham-swann@brown.edu,360,"It fronts cities of rich and complex history such as the coastal river cities of Savannah, Darien and St. Marys. Georgia’s coast is also home to many rare and endangered species from the gopher tortoise to the American bald eagle and West Indian manatee.",['0 No claim'],
355,ty_pham-swann@brown.edu,361,Boosting Soil Biology,['0 No claim'],
356,ty_pham-swann@brown.edu,362,"Such stewards include not only the farmers on 750,000 acres in 12 states who have cut fertilizer loss by an average 25 percent over the past decade, but also several international food companies that stepped up efforts in 2015 to improve growing practices for their products.",['0 No claim'],
357,ty_pham-swann@brown.edu,363,"With sufficient supplies of the first two key ingredients, depending on its location on earth, any kind of tree will grow at a rate determined by its ability to absorb CO2 from the atmosphere and convert the suns radiation via the photosynthesis process to wood. The higher the level of CO2 in the air, the faster it will grow.",['3.3.1 CO2 is plant food'],not sure
358,ty_pham-swann@brown.edu,364,"Complete with interactive chart - This series of four articles will address the problem by digging into the details of the protest, the people and organisations working behind the scenes, and by deconstructing some of the bovine excrement being fed to the public. After several weeks of investigation it's become clear that everything is not what it looks like on the surface- despite the protest's grassroots appearance, there are many well-funded organizations working in the background.",['0 No claim'],
359,ty_pham-swann@brown.edu,365,The CSUs prediction for a major hurricane landfall in the U.S. is also on the decidedly low side. The scientists said there is a 28 percent possibility of a Category 3 or above hurricane hitting this countrys coastline. The average for the last century was 52 percent.,['1.7 Extremes not increasing'],?
360,ty_pham-swann@brown.edu,366,"One thing that is fairly predictable, and sometimes devastating in Russia this year, tragic is flooding. Right now an emergency in many parts of Northern Europe. Local flooding is fairly possible to predict, and risk areas ought to be rather easy to identify by now. As every year, take precautions, and think twice before building that dream house on that extraordinarily cheap piece of land on the river bank.",['0 No claim'],
361,ty_pham-swann@brown.edu,367,"Every day more than 60 people sign up for news and alerts, to find out when their support helps most. Will you join them? (Read our privacy statement.)",['0 No claim'],
362,ty_pham-swann@brown.edu,368,"There are several ways to ensure access to capital in the developing world, but the most important approach is to unlock the productive potential of the capital already available there.",['0 No claim'],
363,ty_pham-swann@brown.edu,369,"Government research funding for at least 25 years has hinged on the assumption of human causation, and as I have always said, if you fund scientists to find a connection, they will indeed find it. That's why the resulting research that is published also is dominated by explanations involving human causation.",['5.2.5 Scientists are biased'],
364,ty_pham-swann@brown.edu,370,The atmosphere has not been warming for over 18 years even though atmospheric CO2 content has been increasing.,['1.4 Hiatus in warming'],
365,ty_pham-swann@brown.edu,371,The aggressive statements are significant in setting out both how prime minister Narendra Modi will fulfil his government’s ambitious goal to bring electricity to the 300m power-less Indians and also how India will approach the crucial 15 months of negotiations ahead before a UN deal to tackle global warming must be agreed.,['0 No claim'],
366,ty_pham-swann@brown.edu,372,>> I am putting the finishing touches to my new scenario paper for Africa and,['0 No claim'],
367,ty_pham-swann@brown.edu,373,"The argument that it's a different rumor is that he claims that the bottom-Higgs associated production would be linked with a 150 GeV Higgs boson - which would have to be be the heavier one, ""H"", in SUSY, not the lighter one, ""h"", so it couldn't coincide with his ""light Higgs"" observation.",['0 No claim'],
368,ty_pham-swann@brown.edu,374,"5) UK Government Begins To Shift Freeze Blame Onto Science Community BBC News, 19 December 2010",['0 No claim'],?
369,ty_pham-swann@brown.edu,375,"""Heat waves have actually diminished, not increased. There is not an uptick in the number or strength of storms (in fact storms are diminishing).",['1.7 Extremes not increasing'],
370,ty_pham-swann@brown.edu,376,"Some may still deny the overwhelming judgment of science, but none can avoid the devastating impact of raging fires, and crippling drought, and more powerful storms, the President says.But even assuming the President is right about the science, since even aggressive emission controls would at best avert only a tiny amount of warming, such policies would afford no protection from fires, drought, or storms.",['4.2.2 Policy impact is negligible'],
371,ty_pham-swann@brown.edu,377,"Case Study 4. American Lung Association: ""Red Carriage""",['0 No claim'],
372,ty_pham-swann@brown.edu,378,"A short two weeks laterI wrotea post about record cold in the US in 2014, and find out that the US has shrunk down to 1/2 of 1 percent of the Earths Surface",['0 No claim'],
373,ty_pham-swann@brown.edu,379,"They state: ""we have shown that bad weather may affect electoral outcomes by significantly decreasing Democratic presidential vote share, to the benefit of Republicans"". And they make a compelling case that weather has decided some presidential elections.",['0 No claim'],
374,ty_pham-swann@brown.edu,380,"Walking is not as difficult as I imagined. Every twenty steps I have to stop and pull the sleeping bags up over my legs again, but my feet stay warm. In ten minutes we meet another hiker. We must look like the Donner Party, but we tell him everything is okay and keep going. Between the mountain ridges there is a small draw. I slide down one slope, then struggle up the other. It is impossible to get traction. I have to crawl on my stomach. Dylan waits patiently at the top.",['0 No claim'],
375,ty_pham-swann@brown.edu,381,70% of the public believes that we're almost running out of fossil fuel.,['0 No claim'],
